   -1.09662e-01    -9.39589e-01
   -1.60493e-01    -9.36126e-01

   -1.09662e-01    -9.39589e-01
   -1.09662e-01    -9.39589e-01

   -1.09662e-01    -9.39589e-01
   -1.09662e-01    -9.39589e-01

   -1.09662e-01    -9.39589e-01
   -5.98550e-02    -9.27103e-01

   -9.39589e-01    -1.09662e-01
   -9.36126e-01    -1.60493e-01

   -9.39589e-01    -1.09662e-01
   -9.39589e-01    -1.09662e-01

   -9.39589e-01    -1.09662e-01
   -9.39589e-01    -1.09662e-01

   -9.39589e-01    -1.09662e-01
   -9.27103e-01    -5.98550e-02

    9.36258e-01     1.64635e-01
    9.36126e-01     1.60493e-01

    9.36258e-01     1.64635e-01
    9.36388e-01     1.68755e-01

    9.50900e-01     2.19324e-01
    9.36388e-01     1.68755e-01

    9.50900e-01     2.19324e-01
    9.50900e-01     2.19324e-01

    9.50900e-01     2.19324e-01
    9.50900e-01     2.19324e-01

    9.50900e-01     2.19324e-01
    9.41765e-01     2.64517e-01

    2.19324e-01     9.50900e-01
    1.68755e-01     9.36388e-01

    2.19324e-01     9.50900e-01
    2.19324e-01     9.50900e-01

    1.64635e-01     9.36258e-01
    1.60493e-01     9.36126e-01

    1.64635e-01     9.36258e-01
    1.68755e-01     9.36388e-01

    2.19324e-01     9.50900e-01
    2.19324e-01     9.50900e-01

    2.19324e-01     9.50900e-01
    2.64517e-01     9.41765e-01

    0.00000e+00    -9.33553e-01
   -4.89233e-02    -9.26219e-01

    0.00000e+00    -9.33553e-01
    0.00000e+00    -9.33553e-01

   -5.43402e-02    -9.26657e-01
   -4.89233e-02    -9.26219e-01

   -5.43402e-02    -9.26657e-01
   -5.98550e-02    -9.27103e-01

    0.00000e+00    -9.33553e-01
    0.00000e+00    -9.33553e-01

    0.00000e+00    -9.33553e-01
    4.89233e-02    -9.26219e-01

   -9.26657e-01    -5.43402e-02
   -9.26219e-01    -4.89233e-02

   -9.26657e-01    -5.43402e-02
   -9.27103e-01    -5.98550e-02

   -9.33553e-01     0.00000e+00
   -9.26219e-01    -4.89233e-02

   -9.33553e-01     0.00000e+00
   -9.33553e-01     0.00000e+00

   -9.33553e-01     0.00000e+00
   -9.33553e-01     0.00000e+00

   -9.33553e-01     0.00000e+00
   -9.26219e-01     4.89232e-02

    9.40598e-01     2.72740e-01
    9.39370e-01     2.81399e-01

    9.40598e-01     2.72740e-01
    9.41765e-01     2.64517e-01

    9.40705e-01     3.28986e-01
    9.39370e-01     2.81399e-01

    9.40705e-01     3.28986e-01
    9.40705e-01     3.28986e-01

    9.40705e-01     3.28986e-01
    9.40705e-01     3.28986e-01

    9.40705e-01     3.28986e-01
    9.40705e-01     3.28986e-01

    9.40705e-01     3.28986e-01
    9.40705e-01     3.28986e-01

    9.40705e-01     3.28986e-01
    9.22690e-01     3.74380e-01

    9.12320e-01     3.96343e-01
    9.05806e-01     4.10137e-01

    9.12320e-01     3.96343e-01
    9.22690e-01     3.74380e-01

    3.28986e-01     9.40705e-01
    2.81399e-01     9.39370e-01

    3.28986e-01     9.40705e-01
    3.28986e-01     9.40705e-01

    3.28986e-01     9.40705e-01
    3.28986e-01     9.40705e-01

    2.72740e-01     9.40598e-01
    2.81399e-01     9.39370e-01

    2.72740e-01     9.40598e-01
    2.64517e-01     9.41765e-01

    3.28986e-01     9.40705e-01
    3.28986e-01     9.40705e-01

    3.28986e-01     9.40705e-01
    3.28986e-01     9.40705e-01

    3.96343e-01     9.12320e-01
    4.10137e-01     9.05806e-01

    3.96343e-01     9.12320e-01
    3.74380e-01     9.22690e-01

    3.28986e-01     9.40705e-01
    3.74380e-01     9.22690e-01

    1.09662e-01    -9.39589e-01
    5.98550e-02    -9.27103e-01

    1.09662e-01    -9.39589e-01
    1.09662e-01    -9.39589e-01

    1.09662e-01    -9.39589e-01
    1.09662e-01    -9.39589e-01

    5.43402e-02    -9.26657e-01
    4.89233e-02    -9.26219e-01

    5.43402e-02    -9.26657e-01
    5.98550e-02    -9.27103e-01

    1.60493e-01    -9.36126e-01
    1.64635e-01    -9.36258e-01

    1.68755e-01    -9.36388e-01
    1.64635e-01    -9.36258e-01

    1.09662e-01    -9.39589e-01
    1.60493e-01    -9.36126e-01

   -9.26657e-01     5.43402e-02
   -9.26219e-01     4.89232e-02

   -9.26657e-01     5.43402e-02
   -9.27103e-01     5.98550e-02

   -9.39589e-01     1.09662e-01
   -9.27103e-01     5.98550e-02

   -9.39589e-01     1.09662e-01
   -9.39589e-01     1.09662e-01

   -9.39589e-01     1.09662e-01
   -9.39589e-01     1.09662e-01

   -9.39589e-01     1.09662e-01
   -9.39589e-01     1.09662e-01

   -9.39589e-01     1.09662e-01
   -9.39589e-01     1.09662e-01

   -9.39589e-01     1.09662e-01
   -9.36126e-01     1.60493e-01

   -9.36126e-01     1.60493e-01
   -9.36258e-01     1.64635e-01

   -9.36388e-01     1.68755e-01
   -9.36258e-01     1.64635e-01

    9.05806e-01     4.10137e-01
    8.94278e-01     4.38648e-01

    8.77296e-01     4.67168e-01
    8.45957e-01     5.16971e-01

    8.77296e-01     4.67168e-01
    8.77296e-01     4.67168e-01

    8.31176e-01     5.48310e-01
    8.45957e-01     5.16971e-01

    8.31176e-01     5.48310e-01
    8.31176e-01     5.48310e-01

    8.31176e-01     5.48310e-01
    8.31176e-01     5.48310e-01

    8.94278e-01     4.38648e-01
    8.94278e-01     4.38648e-01

    8.77296e-01     4.67168e-01
    8.77296e-01     4.67168e-01

    8.92965e-01     4.54317e-01
    8.94278e-01     4.38648e-01

    8.77296e-01     4.67168e-01
    8.92965e-01     4.54317e-01

    7.67634e-01     6.34078e-01
    7.54870e-01     6.45208e-01

    7.67634e-01     6.34078e-01
    7.67634e-01     6.34078e-01

    7.47763e-01     6.57972e-01
    7.54870e-01     6.45208e-01

    7.47763e-01     6.57972e-01
    7.47763e-01     6.57972e-01

    8.31176e-01     5.48310e-01
    8.31176e-01     5.48310e-01

    8.31176e-01     5.48310e-01
    8.31176e-01     5.48310e-01

    7.67634e-01     6.34078e-01
    7.67634e-01     6.34078e-01

    8.31176e-01     5.48310e-01
    8.08628e-01     5.89305e-01

    7.67634e-01     6.34078e-01
    8.08628e-01     5.89305e-01

    6.57972e-01     7.47763e-01
    6.45208e-01     7.54870e-01

    6.57972e-01     7.47763e-01
    6.57972e-01     7.47763e-01

    6.34078e-01     7.67634e-01
    6.45208e-01     7.54870e-01

    6.34078e-01     7.67634e-01
    6.34078e-01     7.67634e-01

    7.47763e-01     6.57972e-01
    7.47763e-01     6.57972e-01

    6.57972e-01     7.47763e-01
    6.57972e-01     7.47763e-01

    7.47763e-01     6.57972e-01
    7.01674e-01     7.01674e-01

    6.57972e-01     7.47763e-01
    7.01674e-01     7.01674e-01

    5.48310e-01     8.31176e-01
    5.16971e-01     8.45957e-01

    5.48310e-01     8.31176e-01
    5.48310e-01     8.31176e-01

    5.48310e-01     8.31176e-01
    5.48310e-01     8.31176e-01

    4.67168e-01     8.77296e-01
    5.16971e-01     8.45957e-01

    4.67168e-01     8.77296e-01
    4.67168e-01     8.77296e-01

    6.34078e-01     7.67634e-01
    6.34078e-01     7.67634e-01

    5.48310e-01     8.31176e-01
    5.48310e-01     8.31176e-01

    5.48310e-01     8.31176e-01
    5.48310e-01     8.31176e-01

    6.34078e-01     7.67634e-01
    5.89305e-01     8.08628e-01

    5.48310e-01     8.31176e-01
    5.89305e-01     8.08628e-01

    4.10137e-01     9.05806e-01
    4.38648e-01     8.94278e-01

    4.67168e-01     8.77296e-01
    4.67168e-01     8.77296e-01

    4.38648e-01     8.94278e-01
    4.38648e-01     8.94278e-01

    4.67168e-01     8.77296e-01
    4.54317e-01     8.92965e-01

    4.54317e-01     8.92965e-01
    4.38648e-01     8.94278e-01

    2.19324e-01    -9.50900e-01
    1.68755e-01    -9.36388e-01

    2.19324e-01    -9.50900e-01
    2.19324e-01    -9.50900e-01

    2.81399e-01    -9.39370e-01
    2.72740e-01    -9.40598e-01

    2.64517e-01    -9.41765e-01
    2.72740e-01    -9.40598e-01

    2.19324e-01    -9.50900e-01
    2.64517e-01    -9.41765e-01

   -9.50900e-01     2.19324e-01
   -9.36388e-01     1.68755e-01

   -9.50900e-01     2.19324e-01
   -9.50900e-01     2.19324e-01

   -9.50900e-01     2.19324e-01
   -9.41765e-01     2.64517e-01

   -9.39370e-01     2.81399e-01
   -9.40598e-01     2.72740e-01

   -9.41765e-01     2.64517e-01
   -9.40598e-01     2.72740e-01

    3.28986e-01    -9.40705e-01
    2.81399e-01    -9.39370e-01

    3.28986e-01    -9.40705e-01
    3.28986e-01    -9.40705e-01

    3.28986e-01    -9.40705e-01
    3.28986e-01    -9.40705e-01

    3.28986e-01    -9.40705e-01
    3.74380e-01    -9.22690e-01

   -9.40705e-01     3.28986e-01
   -9.39370e-01     2.81399e-01

   -9.40705e-01     3.28986e-01
   -9.40705e-01     3.28986e-01

   -9.40705e-01     3.28986e-01
   -9.40705e-01     3.28986e-01

   -9.40705e-01     3.28986e-01
   -9.22690e-01     3.74380e-01

    4.38648e-01    -8.94278e-01
    4.10137e-01    -9.05806e-01

    4.38648e-01    -8.94278e-01
    4.38648e-01    -8.94278e-01

    3.96343e-01    -9.12320e-01
    4.10137e-01    -9.05806e-01

    3.96343e-01    -9.12320e-01
    3.74380e-01    -9.22690e-01

    4.38648e-01    -8.94278e-01
    4.54317e-01    -8.92965e-01

   -9.12320e-01     3.96343e-01
   -9.05806e-01     4.10137e-01

   -9.12320e-01     3.96343e-01
   -9.22690e-01     3.74380e-01

   -8.94278e-01     4.38648e-01
   -9.05806e-01     4.10137e-01

   -8.94278e-01     4.38648e-01
   -8.94278e-01     4.38648e-01

   -8.94278e-01     4.38648e-01
   -8.92965e-01     4.54317e-01

    4.67168e-01    -8.77296e-01
    4.54317e-01    -8.92965e-01

    4.67168e-01    -8.77296e-01
    4.67168e-01    -8.77296e-01

    4.67168e-01    -8.77296e-01
    4.67168e-01    -8.77296e-01

    4.67168e-01    -8.77296e-01
    5.16971e-01    -8.45957e-01

   -8.77296e-01     4.67168e-01
   -8.92965e-01     4.54317e-01

   -8.77296e-01     4.67168e-01
   -8.77296e-01     4.67168e-01

   -8.77296e-01     4.67168e-01
   -8.45957e-01     5.16971e-01

    5.48310e-01    -8.31176e-01
    5.16971e-01    -8.45957e-01

    5.48310e-01    -8.31176e-01
