#Energy,TDOS-UP,TDOS-DOWN
-5.72561,393.6,-389.2
-5.70261,0.8094,-0.2582
-5.67861,0.9917,-0.2944
-5.65561,1.204,-0.376
-5.63261,1.357,-0.4768
-5.60861,1.378,-0.5442
-5.58561,1.316,-0.5445
-5.56261,1.31,-0.5153
-5.53861,1.401,-0.5226
-5.51561,1.471,-0.5791
-5.49261,1.425,-0.6491
-5.46861,1.325,-0.711
-5.44561,1.267,-0.7882
-5.42261,1.232,-0.9074
-5.39861,1.168,-1.033
-5.37561,1.1,-1.085
-5.35261,1.053,-1.045
-5.32861,0.9805,-1.002
-5.30561,0.839,-1.042
-5.28261,0.6643,-1.145
-5.25861,0.5578,-1.23
-5.23561,0.5693,-1.233
-5.21261,0.6303,-1.138
-5.18861,0.6289,-1.005
-5.16561,0.534,-0.9481
-5.14261,0.429,-1.003
-5.11861,0.3972,-1.073
-5.09561,0.4228,-1.045
-5.07261,0.4451,-0.9183
-5.04861,0.4391,-0.7846
-5.02561,0.4169,-0.7168
-5.00261,0.4049,-0.715
-4.97861,0.4222,-0.7153
-4.95561,0.4735,-0.6544
-4.93261,0.559,-0.5456
-4.90861,0.649,-0.46
-4.88561,0.6782,-0.4323
-4.86261,0.6269,-0.4329
-4.83861,0.5694,-0.4228
-4.81561,0.5869,-0.3982
-4.79261,0.6667,-0.3814
-4.76861,0.732,-0.3872
-4.74561,0.7401,-0.4083
-4.72261,0.7006,-0.4264
-4.69861,0.6484,-0.4339
-4.67561,0.6388,-0.4361
-4.65261,0.7057,-0.4332
-4.62861,0.8123,-0.4375
-4.60561,0.8873,-0.4741
-4.58261,0.8961,-0.5171
-4.55861,0.8466,-0.5077
-4.53561,0.7693,-0.4621
-4.51261,0.7235,-0.4503
-4.48861,0.7626,-0.4901
-4.46561,0.8735,-0.5518
-4.44261,0.9872,-0.6159
-4.41861,1.034,-0.6626
-4.39561,0.9937,-0.6548
-4.37261,0.9114,-0.5894
-4.34861,0.8586,-0.5095
-4.32561,0.8683,-0.446
-4.30261,0.9186,-0.4125
-4.27861,0.9786,-0.435
-4.25561,1.057,-0.5248
-4.23261,1.162,-0.631
-4.20861,1.255,-0.6776
-4.18561,1.337,-0.6548
-4.16261,1.486,-0.6237
-4.13861,1.733,-0.6295
-4.11561,1.968,-0.6573
-4.09261,2.056,-0.6687
-4.06861,1.977,-0.6428
-4.04561,1.854,-0.5871
-4.02261,1.836,-0.5398
-3.99861,1.955,-0.5452
-3.97561,2.095,-0.6051
-3.95261,2.109,-0.6687
-3.92861,1.982,-0.6784
-3.90561,1.849,-0.6328
-3.88261,1.844,-0.5861
-3.85861,1.934,-0.5713
-3.83561,2.0,-0.5702
-3.81261,2.026,-0.5742
-3.78861,2.088,-0.6182
-3.76561,2.207,-0.724
-3.74261,2.319,-0.837
-3.71861,2.355,-0.867
-3.69561,2.295,-0.7958
-3.67261,2.147,-0.6901
-3.64861,1.951,-0.598
-3.62561,1.81,-0.5267
-3.60261,1.798,-0.5102
-3.57861,1.851,-0.5797
-3.55561,1.854,-0.6948
-3.53261,1.774,-0.7895
-3.50861,1.635,-0.8363
-3.48561,1.447,-0.8412
-3.46261,1.254,-0.8305
-3.43861,1.149,-0.8346
-3.41561,1.197,-0.8602
-3.39261,1.388,-0.8975
-3.36861,1.678,-0.9647
-3.34561,2.051,-1.115
-3.32261,2.501,-1.372
-3.29861,2.987,-1.688
-3.27561,3.418,-1.96
-3.25261,3.698,-2.117
-3.22861,3.758,-2.196
-3.20561,3.576,-2.281
-3.18261,3.219,-2.417
-3.15861,2.828,-2.615
-3.13561,2.514,-2.859
-3.11261,2.298,-3.096
-3.08861,2.135,-3.274
-3.06561,1.982,-3.375
-3.04261,1.898,-3.382
-3.01861,2.074,-3.242
-2.99561,2.684,-2.931
-2.97261,3.708,-2.552
-2.94861,4.948,-2.235
-2.92561,6.124,-1.963
-2.90261,6.896,-1.665
-2.87861,7.024,-1.397
-2.85561,6.634,-1.258
-2.83261,6.034,-1.21
-2.80861,5.382,-1.125
-2.78561,4.767,-0.96
-2.76261,4.314,-0.7806
-2.73861,4.048,-0.6456
-2.71561,3.963,-0.5495
-2.69261,4.1,-0.4761
-2.66861,4.352,-0.4206
-2.64561,4.468,-0.3662
-2.62261,4.363,-0.3175
-2.59861,4.166,-0.3156
-2.57561,3.977,-0.3871
-2.55261,3.778,-0.5243
-2.52861,3.57,-0.7091
-2.50561,3.388,-0.9256
-2.48261,3.252,-1.177
-2.45861,3.154,-1.492
-2.43561,3.082,-1.872
-2.41261,3.067,-2.265
-2.38861,3.144,-2.598
-2.36561,3.239,-2.807
-2.34261,3.303,-2.883
-2.31861,3.45,-2.89
-2.29561,3.768,-2.916
-2.27261,4.104,-2.992
