#Energy,TDOS-UP,TDOS-DOWN
-5.90764,394.6,-389.5
-5.88464,1.056,-0.2885
-5.86064,1.251,-0.376
-5.83764,1.372,-0.4856
-5.81464,1.374,-0.5626
-5.79064,1.337,-0.5668
-5.76764,1.381,-0.5327
-5.74464,1.476,-0.5362
-5.72064,1.481,-0.5962
-5.69764,1.375,-0.6707
-5.67464,1.282,-0.7357
-5.65064,1.267,-0.819
-5.62764,1.252,-0.9442
-5.60464,1.181,-1.069
-5.58064,1.102,-1.116
-5.55764,1.033,-1.074
-5.53464,0.9276,-1.048
-5.51064,0.7718,-1.118
-5.48764,0.6346,-1.223
-5.46464,0.5869,-1.255
-5.44064,0.6082,-1.19
-5.41764,0.6148,-1.087
-5.39464,0.5575,-1.031
-5.37064,0.4751,-1.055
-5.34764,0.4373,-1.096
-5.32464,0.4433,-1.071
-5.30064,0.4385,-0.9798
-5.27764,0.4076,-0.8765
-5.25464,0.3701,-0.7941
-5.23064,0.3521,-0.7459
-5.20764,0.3876,-0.713
-5.18464,0.4583,-0.6541
-5.16064,0.4978,-0.5765
-5.13764,0.5091,-0.5234
-5.11464,0.5437,-0.4944
-5.09064,0.5778,-0.4629
-5.06764,0.5677,-0.4247
-5.04464,0.5549,-0.388
-5.02064,0.5971,-0.3643
-4.99764,0.6742,-0.3648
-4.97464,0.7222,-0.382
-4.95064,0.7148,-0.395
-4.92764,0.6692,-0.3994
-4.90464,0.6077,-0.4058
-4.88064,0.5715,-0.4144
-4.85764,0.6167,-0.4212
-4.83464,0.7329,-0.4418
-4.81064,0.8319,-0.4833
-4.78764,0.8539,-0.5071
-4.76464,0.8192,-0.4772
-4.74064,0.7712,-0.4192
-4.71764,0.7341,-0.3958
-4.69464,0.7262,-0.4477
-4.67064,0.7696,-0.5543
-4.64764,0.8623,-0.6443
-4.62464,0.9544,-0.6695
-4.60064,0.9737,-0.6408
-4.57764,0.904,-0.5812
-4.55464,0.8149,-0.5026
-4.53064,0.7817,-0.4313
-4.50764,0.8166,-0.4056
-4.48464,0.888,-0.4369
-4.46064,0.9646,-0.5026
-4.43764,1.042,-0.575
-4.41464,1.116,-0.6242
-4.39064,1.143,-0.6332
-4.36764,1.126,-0.6251
-4.34464,1.175,-0.631
-4.32064,1.382,-0.6479
-4.29764,1.685,-0.6545
-4.27464,1.922,-0.6369
-4.25064,1.991,-0.5919
-4.22764,1.921,-0.5388
-4.20464,1.851,-0.5223
-4.18064,1.892,-0.5699
-4.15764,2.019,-0.6439
-4.13464,2.103,-0.6741
-4.11064,2.059,-0.6433
-4.08764,1.947,-0.5984
-4.06464,1.887,-0.5711
-4.04064,1.923,-0.5457
-4.01764,1.988,-0.5194
-3.99464,2.033,-0.5407
-3.97064,2.101,-0.644
-3.94764,2.231,-0.7784
-3.92464,2.373,-0.8532
-3.90064,2.419,-0.8303
-3.87764,2.32,-0.7446
-3.85464,2.127,-0.6478
-3.83064,1.912,-0.56
-3.80764,1.736,-0.5016
-3.78464,1.664,-0.5172
-3.76064,1.698,-0.6109
-3.73764,1.75,-0.7201
-3.71464,1.747,-0.7889
-3.69064,1.68,-0.8078
-3.66764,1.561,-0.7922
-3.64464,1.4,-0.7674
-3.62064,1.24,-0.7628
-3.59764,1.132,-0.7952
-3.57464,1.086,-0.8552
-3.55064,1.087,-0.9349
