#Energy,TDOS-UP,TDOS-DOWN
-6.23224,398.5,-390.3
-6.20924,1.469,-0.5196
-6.18524,1.53,-0.5833
-6.16224,1.537,-0.6034
-6.13924,1.476,-0.6028
-6.11524,1.377,-0.6272
-6.09224,1.324,-0.6904
-6.06924,1.349,-0.7641
-6.04524,1.367,-0.8311
-6.02224,1.285,-0.9184
-5.99924,1.139,-1.051
-5.97524,1.027,-1.18
-5.95224,0.9629,-1.23
-5.92924,0.8942,-1.221
-5.90524,0.8014,-1.231
-5.88224,0.6927,-1.252
-5.85924,0.5885,-1.227
-5.83524,0.5333,-1.17
-5.81224,0.5371,-1.149
-5.78924,0.5498,-1.171
-5.76524,0.5207,-1.179
-5.74224,0.4484,-1.124
-5.71924,0.3835,-1.033
-5.69524,0.3686,-0.9771
-5.67224,0.3805,-0.953
-5.64924,0.3792,-0.8754
-5.62524,0.3693,-0.7207
-5.60224,0.371,-0.5847
-5.57924,0.3876,-0.5483
-5.55524,0.4107,-0.5786
-5.53224,0.4312,-0.5995
-5.50924,0.4535,-0.5646
-5.48524,0.4859,-0.473
-5.46224,0.5197,-0.3757
-5.43924,0.5362,-0.3301
-5.41524,0.5416,-0.3343
-5.39224,0.5769,-0.3501
-5.36924,0.6536,-0.3637
-5.34524,0.7044,-0.371
-5.32224,0.6734,-0.3617
-5.29924,0.604,-0.3569
-5.27524,0.5574,-0.3896
-5.25224,0.5419,-0.4362
-5.22924,0.569,-0.4495
-5.20524,0.6552,-0.4394
-5.18224,0.7567,-0.4337
-5.15924,0.7933,-0.4152
-5.13524,0.7471,-0.3809
-5.11224,0.687,-0.3803
-5.08924,0.679,-0.4339
-5.06524,0.7137,-0.5068
-5.04224,0.7526,-0.5819
-5.01924,0.7969,-0.654
-4.99524,0.8613,-0.6737
-4.97224,0.9025,-0.6005
-4.94924,0.8636,-0.4873
-4.92524,0.7745,-0.4221
-4.90224,0.7035,-0.4155
-4.87924,0.6776,-0.4238
-4.85524,0.7022,-0.4409
-4.83224,0.7864,-0.4924
-4.80924,0.9271,-0.5718
-4.78524,1.075,-0.6355
-4.76224,1.141,-0.6486
-4.73924,1.076,-0.6149
-4.71524,0.942,-0.5716
-4.69224,0.8772,-0.5615
-4.66924,0.9778,-0.5931
-4.64524,1.214,-0.6254
-4.62224,1.485,-0.611
-4.59924,1.712,-0.5609
-4.57524,1.856,-0.5375
-4.55224,1.921,-0.5712
-4.52924,1.952,-0.6192
-4.50524,1.986,-0.6341
-4.48224,2.02,-0.6262
-4.45924,2.023,-0.6123
-4.43524,1.98,-0.5693
-4.41224,1.949,-0.4902
-4.38924,2.01,-0.4352
-4.36524,2.134,-0.482
-4.34224,2.219,-0.6275
-4.31924,2.265,-0.7736
-4.29524,2.346,-0.8343
-4.27224,2.436,-0.8099
-4.24924,2.439,-0.7399
-4.22524,2.322,-0.6476
-4.20224,2.131,-0.5538
-4.17924,1.908,-0.4957
-4.15524,1.707,-0.5111
-4.13224,1.6,-0.6027
-4.10924,1.598,-0.7106
-4.08524,1.602,-0.7617
-4.06224,1.536,-0.7517
-4.03924,1.441,-0.726
-4.01524,1.383,-0.7107
-3.99224,1.354,-0.7034
-3.96924,1.32,-0.706
-3.94524,1.271,-0.7434
-3.92224,1.189,-0.8343
-3.89924,1.057,-0.953
-3.87524,0.9377,-1.068
-3.85224,0.8911,-1.184
-3.82924,0.8732,-1.311
-3.80524,0.8338,-1.468
-3.78224,0.8097,-1.703
-3.75924,0.8435,-2.016
-3.73524,0.9309,-2.312
-3.71224,1.091,-2.543
-3.68924,1.392,-2.799
-3.66524,1.864,-3.159
-3.64224,2.442,-3.539
-3.61924,3.01,-3.8
-3.59524,3.448,-3.878
-3.57224,3.695,-3.717
-3.54924,3.751,-3.28
-3.52524,3.554,-2.679
-3.50224,3.091,-2.161
-3.47924,2.569,-1.832
-3.45524,2.218,-1.585
-3.43224,2.024,-1.373
-3.40924,1.875,-1.277
-3.38524,1.782,-1.287
-3.36224,1.796,-1.262
-3.33924,1.856,-1.133
-3.31524,1.89,-0.9647
-3.29224,1.97,-0.8226
-3.26924,2.306,-0.7033
-3.24524,3.12,-0.5856
-3.22224,4.397,-0.4637
-3.19924,5.758,-0.3521
-3.17524,6.718,-0.2772
-3.15224,7.045,-0.25
-3.12924,6.829,-0.2537
-3.10524,6.286,-0.2576
-3.08224,5.57,-0.2483
-3.05924,4.863,-0.2354
-3.03524,4.356,-0.223
-3.01224,4.063,-0.2113
-2.98924,3.874,-0.2264
-2.96524,3.755,-0.3056
-2.94224,3.763,-0.442
-2.91924,3.948,-0.5751
-2.89524,4.301,-0.6578
-2.87224,4.767,-0.7163
-2.84924,5.176,-0.8206
-2.82524,5.265,-0.9954
-2.80224,4.959,-1.207
-2.77924,4.494,-1.451
-2.75524,4.127,-1.759
-2.73224,3.878,-2.066
-2.70924,3.635,-2.194
-2.68524,3.368,-2.072
-2.66224,3.161,-1.851
-2.63924,3.086,-1.713
-2.61524,3.137,-1.677
-2.59224,3.245,-1.675
-2.56924,3.298,-1.681
-2.54524,3.232,-1.73
-2.52224,3.096,-1.871
-2.49924,2.98,-2.097
-2.47524,2.899,-2.341
-2.45224,2.761,-2.496
-2.42924,2.49,-2.444
-2.40524,2.153,-2.167
-2.38224,1.87,-1.817
-2.35924,1.677,-1.599
-2.33524,1.523,-1.569
-2.31224,1.349,-1.594
-2.28924,1.168,-1.53
-2.26524,1.044,-1.423
-2.24224,1.003,-1.415
-2.21924,1.056,-1.52
-2.19524,1.277,-1.632
-2.17224,1.736,-1.693
-2.14924,2.377,-1.723
-2.12524,3.027,-1.764
-2.10224,3.511,-1.849
-2.07924,3.786,-1.991
-2.05524,3.995,-2.19
-2.03224,4.246,-2.425
-2.00924,4.394,-2.735
-1.98524,4.306,-3.238
-1.96224,4.156,-3.937
-1.93924,4.15,-4.705
-1.91524,4.21,-5.476
-1.89224,4.112,-6.165
-1.86924,3.783,-6.529
-1.84524,3.375,-6.328
-1.82224,3.084,-5.555
-1.79924,2.943,-4.418
-1.77524,2.828,-3.243
-1.75224,2.647,-2.364
-1.72924,2.473,-1.943
-1.70524,2.467,-1.907
-1.68224,2.705,-2.127
-1.65924,3.13,-2.499
-1.63524,3.586,-2.893
-1.61224,3.868,-3.257
-1.58924,3.888,-3.707
-1.56524,3.799,-4.312
-1.54224,3.815,-4.909
-1.51924,3.95,-5.252
-1.49524,4.095,-5.217
-1.47224,4.192,-4.889
-1.44924,4.206,-4.52
-1.42524,4.104,-4.307
-1.40224,3.897,-4.259
-1.37924,3.643,-4.373
-1.35524,3.436,-4.666
-1.33224,3.37,-4.972
-1.30924,3.452,-5.067
-1.28524,3.58,-5.033
-1.26224,3.614,-5.092
-1.23924,3.507,-5.195
-1.21524,3.35,-5.104
-1.19224,3.289,-4.828
-1.16924,3.418,-4.811
-1.14524,3.763,-5.569
-1.12224,4.354,-7.035
-1.09924,5.171,-8.369
-1.07524,6.036,-8.688
-1.05224,6.768,-7.853
-1.02924,7.381,-6.379
-1.00524,7.987,-4.919
-0.98224,8.503,-3.876
-0.95924,8.617,-3.249
-0.93524,8.102,-2.865
-0.91224,7.101,-2.7
-0.88924,6.043,-2.754
-0.86524,5.291,-2.856
-0.84224,4.859,-2.858
-0.81924,4.51,-2.805
-0.79524,4.132,-2.777
-0.77224,3.862,-2.781
-0.74924,3.837,-2.772
-0.72524,4.025,-2.663
-0.70224,4.272,-2.45
-0.67924,4.404,-2.267
-0.65524,4.289,-2.185
-0.63224,3.906,-2.14
-0.60924,3.394,-2.084
-0.58524,2.978,-2.045
-0.56224,2.76,-2.065
-0.53924,2.65,-2.13
-0.51524,2.534,-2.182
-0.49224,2.384,-2.177
-0.46924,2.197,-2.052
-0.44524,2.005,-1.762
-0.42224,1.895,-1.369
-0.39924,1.903,-0.9826
-0.37524,1.96,-0.6652
-0.35224,2.011,-0.4412
-0.32924,2.061,-0.3187
-0.30524,2.091,-0.2751
-0.28224,2.048,-0.2674
-0.25924,1.936,-0.2669
-0.23524,1.829,-0.2614
-0.21224,1.754,-0.2391
-0.18924,1.672,-0.1956
-0.16524,1.581,-0.1497
-0.14224,1.541,-0.1263
-0.11924,1.545,-0.1256
-0.09524,1.524,-0.1234
-0.07224,1.492,-0.1061
-0.04924,1.511,-0.08342
-0.02524,1.544,-0.06775
-0.00224,1.5,-0.05672
0.02076,1.383,-0.04201
0.04476,1.262,-0.02475
0.06776,1.151,-0.01171
0.09076,1.042,-0.00473
0.11476,0.9816,-0.00162
0.13776,1.024,-0.00043
0.16076,1.139,-8e-05
0.18476,1.235,-1e-05
0.20776,1.247,-0.0
0.23076,1.172,-0.0
0.25476,1.049,-0.0
0.27776,0.9456,-0.0
0.30076,0.9329,-0.0
0.32476,1.014,-4e-05
0.34776,1.088,-0.00045
0.37076,1.08,-0.00374
0.39476,1.031,-0.02172
0.41776,0.9657,-0.08878
0.44076,0.8615,-0.2616
0.46476,0.74,-0.5759
0.48776,0.649,-0.9949
0.51076,0.6256,-1.43
0.53476,0.7155,-1.822
0.55776,0.9089,-2.167
0.58076,1.102,-2.465
0.60476,1.202,-2.702
0.62776,1.195,-2.898
0.65076,1.082,-3.094
0.67476,0.8741,-3.313
0.69776,0.6552,-3.589
0.72076,0.5527,-3.971
0.74476,0.6246,-4.443
0.76776,0.8082,-4.84
0.79076,0.9565,-4.924
0.81476,0.9491,-4.603
0.83776,0.8195,-4.092
0.86076,0.7137,-3.747
0.88476,0.6951,-3.716
0.90776,0.6951,-3.85
0.93076,0.6585,-3.957
0.95476,0.6132,-3.994
0.97776,0.6092,-3.952
1.00076,0.6663,-3.764
1.02476,0.7568,-3.427
1.04776,0.8362,-3.054
1.07076,0.9004,-2.745
1.09476,0.9501,-2.514
1.11776,0.9393,-2.34
1.14076,0.8494,-2.193
1.16476,0.7438,-2.085
1.18776,0.6756,-2.068
1.21076,0.6416,-2.113
1.23476,0.6357,-2.123
1.25776,0.6441,-2.097
1.28076,0.6258,-2.095
1.30476,0.5713,-2.136
1.32776,0.5353,-2.252
1.35076,0.5704,-2.456
1.37476,0.651,-2.652
1.39776,0.6984,-2.79
1.42076,0.6802,-2.987
1.44476,0.6348,-3.264
1.46776,0.6052,-3.448
1.49076,0.6112,-3.528
1.51476,0.6542,-3.683
1.53776,0.7007,-3.949
1.56076,0.7001,-4.193
1.58476,0.6531,-4.333
1.60776,0.6201,-4.42
1.63076,0.6283,-4.598
1.65476,0.6405,-4.977
1.67776,0.6342,-5.515
1.70076,0.6238,-5.927
1.72476,0.6117,-5.819
1.74776,0.5982,-5.124
1.77076,0.6031,-4.213
1.79476,0.6354,-3.46
1.81776,0.6625,-2.959
1.84076,0.6284,-2.633
1.86476,0.519,-2.384
1.88776,0.399,-2.205
1.91076,0.358,-2.161
1.93476,0.414,-2.248
1.95776,0.4809,-2.358
1.98076,0.4708,-2.37
2.00476,0.4143,-2.263
2.02776,0.4127,-2.134
2.05076,0.4967,-2.061
2.07476,0.5997,-2.025
2.09776,0.6517,-1.983
2.12076,0.6427,-1.921
2.14476,0.6022,-1.858
2.16776,0.5577,-1.787
2.19076,0.5161,-1.669
2.21476,0.4694,-1.534
2.23776,0.4178,-1.478
2.26076,0.3915,-1.491
2.28476,0.4156,-1.466
2.30776,0.4569,-1.371
