#Energy,TDOS-UP,TDOS-DOWN
-5.81193,394.0,-389.3
-5.78893,0.9097,-0.264
-5.76493,1.115,-0.3237
-5.74193,1.303,-0.4238
-5.71893,1.387,-0.5225
-5.69493,1.35,-0.5642
-5.67193,1.31,-0.5402
-5.64893,1.375,-0.5161
-5.62493,1.473,-0.5478
-5.60193,1.465,-0.619
-5.57893,1.358,-0.6876
-5.55493,1.277,-0.7532
-5.53193,1.253,-0.853
-5.50893,1.213,-0.988
-5.48493,1.141,-1.088
-5.46193,1.083,-1.086
-5.43893,1.021,-1.029
-5.41493,0.9006,-1.03
-5.39193,0.7287,-1.124
-5.36893,0.5932,-1.224
-5.34493,0.567,-1.247
-5.32193,0.6147,-1.176
-5.29893,0.6312,-1.058
-5.27493,0.5599,-0.987
-5.25193,0.4577,-1.016
-5.22893,0.4148,-1.077
-5.20493,0.4296,-1.066
-5.18193,0.4389,-0.964
-5.15893,0.4209,-0.8375
-5.13493,0.3925,-0.7498
-5.11193,0.3799,-0.7221
-5.08893,0.4076,-0.7163
-5.06493,0.4605,-0.6676
-5.04193,0.5095,-0.5748
-5.01893,0.5643,-0.4962
-4.99493,0.6187,-0.4587
-4.97193,0.6217,-0.4415
-4.94893,0.5763,-0.4222
-4.92493,0.5628,-0.3958
-4.90193,0.6231,-0.3753
-4.87893,0.7042,-0.3759
-4.85493,0.7374,-0.3932
-4.83193,0.7141,-0.4088
-4.80893,0.6587,-0.4152
-4.78493,0.6059,-0.4216
-4.76193,0.6125,-0.4272
-4.73893,0.7051,-0.4283
-4.71493,0.823,-0.4508
-4.69193,0.8814,-0.4998
-4.66893,0.8652,-0.5158
-4.64493,0.8104,-0.4715
-4.62193,0.7501,-0.4262
-4.59893,0.7214,-0.4357
-4.57493,0.7604,-0.4998
-4.55193,0.8619,-0.5873
-4.52893,0.9687,-0.6554
-4.50493,1.007,-0.668
-4.48193,0.9543,-0.6224
-4.45893,0.8668,-0.5491
-4.43493,0.8199,-0.4761
-4.41193,0.8409,-0.4212
-4.38893,0.9043,-0.4109
-4.36493,0.9712,-0.4634
-4.34193,1.042,-0.5561
-4.31893,1.127,-0.6333
-4.29493,1.189,-0.6531
-4.27193,1.221,-0.6319
-4.24893,1.317,-0.6215
-4.22493,1.548,-0.6407
-4.20193,1.831,-0.663
-4.17893,2.009,-0.6597
-4.15493,2.004,-0.6215
-4.13193,1.894,-0.5627
-4.10893,1.835,-0.5255
-4.08493,1.91,-0.549
-4.06193,2.052,-0.6204
-4.03893,2.118,-0.6758
-4.01493,2.041,-0.6667
-3.99193,1.902,-0.6161
-3.96893,1.845,-0.5779
-3.94493,1.907,-0.5622
-3.92193,1.99,-0.5489
-3.89893,2.034,-0.5534
-3.87493,2.094,-0.62
-3.85193,2.215,-0.7435
-3.82893,2.341,-0.8461
-3.80493,2.379,-0.854
-3.78193,2.299,-0.775
-3.75893,2.137,-0.6736
-3.73493,1.941,-0.584
-3.71193,1.78,-0.5154
-3.68893,1.728,-0.5087
-3.66493,1.776,-0.5874
-3.64193,1.815,-0.7017
-3.61893,1.777,-0.7879
-3.59493,1.677,-0.8241
-3.57193,1.531,-0.8185
-3.54893,1.346,-0.798
-3.52493,1.178,-0.7968
-3.50193,1.105,-0.8269
-3.47893,1.148,-0.8741
-3.45493,1.279,-0.9415
-3.43193,1.485,-1.071
-3.40893,1.787,-1.29
-3.38493,2.196,-1.57
-3.36193,2.688,-1.841
-3.33893,3.184,-2.035
-3.31493,3.561,-2.15
-3.29193,3.739,-2.254
-3.26893,3.689,-2.394
-3.24493,3.408,-2.586
-3.22193,3.002,-2.837
-3.19893,2.641,-3.103
-3.17493,2.38,-3.311
-3.15193,2.154,-3.421
-3.12893,1.933,-3.429
-3.10493,1.794,-3.296
-3.08193,1.852,-2.978
-3.05893,2.184,-2.563
-3.03493,2.812,-2.226
-3.01193,3.761,-1.978
-2.98893,4.993,-1.698
-2.96493,6.223,-1.414
-2.94193,6.978,-1.258
-2.91893,7.008,-1.213
-2.89493,6.545,-1.143
-2.87193,5.943,-0.9963
-2.84893,5.321,-0.8381
-2.82493,4.73,-0.7168
-2.80193,4.279,-0.5962
-2.77893,4.015,-0.4627
-2.75493,3.947,-0.3683
-2.73193,4.078,-0.3319
-2.70893,4.287,-0.3175
-2.68493,4.371,-0.3073
-2.66193,4.287,-0.322
-2.63893,4.156,-0.3799
-2.61493,4.051,-0.4778
-2.59193,3.935,-0.6076
-2.56893,3.765,-0.7719
-2.54493,3.552,-0.9957
-2.52193,3.359,-1.313
-2.49893,3.257,-1.716
-2.47493,3.266,-2.128
-2.45193,3.339,-2.463
-2.42893,3.394,-2.7
-2.40493,3.42,-2.843
-2.38193,3.532,-2.868
-2.35893,3.803,-2.786
-2.33493,4.087,-2.696
-2.31193,4.14,-2.7
-2.28893,3.93,-2.769
-2.26493,3.664,-2.755
-2.24193,3.464,-2.552
-2.21893,3.238,-2.205
-2.19493,2.909,-1.872
-2.17193,2.546,-1.705
-2.14893,2.216,-1.699
-2.12493,1.929,-1.7
-2.10193,1.699,-1.6
-2.07893,1.527,-1.469
-2.05493,1.374,-1.443
-2.03193,1.215,-1.539
-2.00893,1.08,-1.674
-1.98493,1.0,-1.784
-1.96193,0.9907,-1.861
-1.93893,1.127,-1.935
-1.91493,1.526,-2.089
-1.89193,2.199,-2.363
-1.86893,2.972,-2.714
-1.84493,3.588,-3.177
-1.82193,3.949,-3.907
-1.79893,4.201,-4.925
-1.77493,4.461,-5.932
-1.75193,4.597,-6.543
-1.72893,4.511,-6.598
-1.70493,4.35,-6.148
-1.68193,4.244,-5.371
-1.65893,4.158,-4.495
-1.63493,3.999,-3.664
-1.61193,3.706,-2.947
-1.58893,3.312,-2.452
-1.56493,2.936,-2.266
-1.54193,2.677,-2.375
-1.51893,2.552,-2.713
-1.49493,2.489,-3.187
-1.47193,2.437,-3.689
-1.44893,2.505,-4.171
-1.42493,2.852,-4.628
-1.40193,3.435,-5.011
-1.37893,3.992,-5.201
-1.35493,4.283,-5.03
-1.33193,4.302,-4.501
-1.30893,4.26,-3.945
-1.28493,4.339,-3.686
-1.26193,4.515,-3.712
-1.23893,4.627,-3.883
-1.21493,4.579,-4.196
-1.19193,4.406,-4.648
-1.16893,4.203,-5.08
-1.14493,4.028,-5.342
-1.12193,3.917,-5.406
-1.09893,3.931,-5.251
-1.07493,4.034,-4.87
-1.05193,4.054,-4.381
-1.02893,3.899,-3.988
-1.00493,3.683,-3.956
-0.98193,3.599,-4.611
-0.95893,3.772,-5.998
-0.93493,4.211,-7.527
-0.91193,4.859,-8.347
-0.88893,5.611,-8.081
-0.86493,6.317,-6.97
-0.84193,6.853,-5.531
-0.81893,7.212,-4.265
-0.79493,7.461,-3.433
-0.77193,7.59,-2.989
-0.74893,7.434,-2.817
-0.72493,6.837,-2.863
-0.70193,5.944,-3.006
-0.67893,5.167,-3.069
-0.65493,4.777,-2.993
-0.63193,4.684,-2.902
-0.60893,4.613,-2.91
-0.58493,4.378,-2.934
-0.56193,4.03,-2.808
-0.53893,3.749,-2.572
-0.51493,3.681,-2.408
-0.49193,3.853,-2.34
-0.46893,4.131,-2.263
-0.44493,4.308,-2.156
-0.42193,4.266,-2.116
-0.39893,3.992,-2.206
-0.37493,3.533,-2.375
-0.35193,3.019,-2.475
-0.32893,2.591,-2.314
-0.30493,2.306,-1.842
-0.28193,2.127,-1.276
-0.25893,2.008,-0.8652
-0.23493,1.947,-0.6491
-0.21193,1.96,-0.5451
-0.18893,2.01,-0.4889
-0.16493,2.024,-0.4313
-0.14193,2.018,-0.3469
-0.11893,2.058,-0.2668
-0.09493,2.105,-0.2333
-0.07193,2.06,-0.2412
-0.04893,1.913,-0.2555
-0.02493,1.741,-0.2491
-0.00193,1.633,-0.2124
0.02107,1.608,-0.1629
0.04507,1.611,-0.133
0.06807,1.585,-0.1295
0.09107,1.538,-0.1285
