#Energy,TDOS-UP,TDOS-DOWN
-6.19689,397.9,-390.2
-6.17389,1.415,-0.4909
-6.14989,1.482,-0.5667
-6.12689,1.52,-0.5951
-6.10389,1.512,-0.5913
-6.07989,1.435,-0.6028
-6.05689,1.341,-0.6555
-6.03389,1.315,-0.7291
-6.00989,1.351,-0.7988
-5.98689,1.336,-0.8772
-5.96389,1.218,-0.9938
-5.93989,1.079,-1.129
-5.91689,0.9929,-1.204
-5.89389,0.9267,-1.201
-5.86989,0.8391,-1.202
-5.84689,0.7396,-1.241
-5.82389,0.6396,-1.249
-5.79989,0.5603,-1.193
-5.77689,0.5315,-1.139
-5.75389,0.539,-1.144
-5.72989,0.5353,-1.174
-5.70689,0.4911,-1.155
-5.68389,0.4229,-1.07
-5.65989,0.3785,-0.9873
-5.63689,0.3718,-0.9525
-5.61389,0.3702,-0.9145
-5.58989,0.3637,-0.8035
-5.56689,0.3737,-0.6514
-5.54389,0.3996,-0.5581
-5.51989,0.4193,-0.5561
-5.49689,0.4272,-0.5864
-5.47389,0.4404,-0.5832
-5.44989,0.4712,-0.5203
-5.42689,0.5094,-0.4216
-5.40389,0.5379,-0.3468
-5.37989,0.5516,-0.3292
-5.35689,0.5719,-0.3443
-5.33389,0.6277,-0.36
-5.30989,0.6906,-0.3714
-5.28689,0.6923,-0.3731
-5.26389,0.6325,-0.3622
-5.23989,0.5745,-0.3703
-5.21689,0.5492,-0.4146
-5.19389,0.562,-0.4514
-5.16989,0.6279,-0.4514
-5.14689,0.728,-0.445
-5.12389,0.7926,-0.4364
-5.09989,0.7757,-0.398
-5.07689,0.7169,-0.3656
-5.05389,0.6891,-0.4012
-5.02989,0.7079,-0.4858
-5.00689,0.7415,-0.5632
-4.98389,0.7797,-0.6274
-4.95989,0.8407,-0.671
-4.93689,0.9009,-0.6424
-4.91389,0.8916,-0.5368
-4.88989,0.8101,-0.4394
-4.86689,0.728,-0.4129
-4.84389,0.6915,-0.4251
-4.81989,0.706,-0.4372
-4.79689,0.7733,-0.4686
-4.77389,0.8952,-0.5363
-4.74989,1.043,-0.6101
-4.72689,1.135,-0.6479
-4.70389,1.104,-0.6367
-4.67989,0.9837,-0.5993
-4.65689,0.9001,-0.5749
-4.63389,0.9702,-0.5861
-4.60989,1.194,-0.6141
-4.58689,1.475,-0.6142
-4.56389,1.716,-0.5729
-4.53989,1.863,-0.5371
-4.51689,1.918,-0.5565
-4.49389,1.937,-0.6102
-4.46989,1.968,-0.638
-4.44689,2.011,-0.63
-4.42389,2.031,-0.6157
-4.39989,1.998,-0.589
-4.37689,1.952,-0.5252
-4.35389,1.985,-0.4545
-4.32989,2.096,-0.4583
-4.30689,2.183,-0.5737
