#Energy,TDOS-UP,TDOS-DOWN
-6.14195,397.0,-389.9
-6.11895,1.357,-0.4442
-6.09495,1.421,-0.5382
-6.07195,1.46,-0.5851
-6.04895,1.5,-0.582
-6.02495,1.498,-0.5761
-6.00195,1.417,-0.6114
-5.97895,1.321,-0.6803
-5.95495,1.303,-0.7522
-5.93195,1.337,-0.8253
-5.90895,1.303,-0.9249
-5.88495,1.178,-1.055
-5.86195,1.054,-1.159
-5.83895,0.9762,-1.178
-5.81495,0.8935,-1.161
-5.79195,0.7892,-1.195
-5.76895,0.6935,-1.251
-5.74495,0.616,-1.238
-5.72195,0.5608,-1.163
-5.69895,0.5369,-1.115
-5.67495,0.53,-1.135
-5.65195,0.514,-1.163
-5.62895,0.4742,-1.126
-5.60495,0.4218,-1.033
-5.58195,0.3859,-0.9594
-5.55895,0.3688,-0.9244
-5.53495,0.353,-0.871
-5.51195,0.3541,-0.7586
-5.48895,0.3925,-0.629
-5.46495,0.4366,-0.5576
-5.44195,0.4455,-0.5589
-5.41895,0.4377,-0.5774
-5.39495,0.4548,-0.5571
-5.37195,0.4937,-0.4854
-5.34895,0.5276,-0.3968
-5.32495,0.5515,-0.3411
-5.30195,0.5752,-0.3352
-5.27895,0.6131,-0.3534
-5.25495,0.6679,-0.3683
-5.23195,0.6988,-0.3769
-5.20895,0.6683,-0.3774
-5.18495,0.6049,-0.3705
-5.16195,0.5606,-0.3846
-5.13895,0.5583,-0.4283
-5.11495,0.6065,-0.4583
-5.09195,0.6963,-0.4593
-5.06895,0.7789,-0.4576
-5.04495,0.7982,-0.4374
-5.02195,0.7563,-0.3832
-4.99895,0.7136,-0.3624
-4.97495,0.7096,-0.4311
-4.95195,0.7306,-0.5359
-4.92895,0.7624,-0.6075
-4.90495,0.8173,-0.6496
-4.88195,0.8899,-0.6626
-4.85895,0.9169,-0.6056
-4.83495,0.8565,-0.4944
-4.81195,0.7646,-0.4184
-4.78895,0.7134,-0.4149
-4.76495,0.7187,-0.4362
-4.74195,0.7712,-0.4561
-4.71895,0.8694,-0.5008
-4.69495,1.003,-0.571
-4.67195,1.113,-0.628
-4.64895,1.125,-0.6452
-4.62495,1.034,-0.6282
-4.60195,0.9436,-0.6032
-4.57895,0.982,-0.5956
-4.55495,1.187,-0.6078
-4.53195,1.477,-0.6134
-4.50895,1.735,-0.5854
-4.48495,1.883,-0.5422
-4.46195,1.919,-0.5389
-4.43895,1.917,-0.5898
-4.41495,1.943,-0.6392
-4.39195,2.0,-0.6419
-4.36895,2.044,-0.6205
-4.34495,2.021,-0.6007
-4.32195,1.957,-0.5618
-4.29895,1.959,-0.4944
-4.27495,2.053,-0.4554
-4.25195,2.134,-0.5172
-4.22895,2.154,-0.6646
-4.20495,2.208,-0.7963
-4.18195,2.338,-0.839
-4.15895,2.441,-0.8025
-4.13495,2.421,-0.7247
-4.11195,2.266,-0.6293
-4.08895,2.029,-0.5392
-4.06495,1.791,-0.4926
-4.04195,1.631,-0.5252
-4.01895,1.584,-0.6262
-3.99495,1.601,-0.7269
-3.97195,1.593,-0.7695
-3.94895,1.55,-0.7621
-3.92495,1.512,-0.7412
-3.90195,1.469,-0.7233
-3.87895,1.389,-0.7123
-3.85495,1.283,-0.7245
-3.83195,1.186,-0.7843
-3.80895,1.094,-0.8877
-3.78495,1.004,-1.004
-3.76195,0.9406,-1.125
-3.73895,0.9097,-1.268
-3.71495,0.9057,-1.436
-3.69195,0.9519,-1.641
-3.66895,1.051,-1.894
-3.64495,1.194,-2.16
-3.62195,1.457,-2.383
-3.59895,1.94,-2.587
-3.57495,2.582,-2.864
-3.55195,3.181,-3.217
-3.52895,3.574,-3.53
-3.50495,3.751,-3.72
-3.48195,3.732,-3.744
-3.45895,3.456,-3.532
-3.43495,2.956,-3.068
-3.41195,2.46,-2.516
-3.38895,2.148,-2.098
-3.36495,1.98,-1.826
-3.34195,1.86,-1.565
-3.31895,1.805,-1.349
-3.29495,1.857,-1.29
-3.27195,1.938,-1.311
-3.24895,1.987,-1.239
-3.22495,2.172,-1.061
-3.20195,2.798,-0.9003
-3.17895,3.973,-0.7994
-3.15495,5.41,-0.6931
-3.13195,6.572,-0.5482
-3.10895,7.075,-0.4042
-3.08495,6.944,-0.3098
-3.06195,6.449,-0.2766
-3.03895,5.769,-0.279
-3.01495,5.015,-0.2793
-2.99195,4.412,-0.2516
-2.96895,4.092,-0.2061
-2.94495,3.945,-0.1894
