#Energy,TDOS-UP,TDOS-DOWN
-6.21459,398.2,-390.2
-6.19159,1.44,-0.5055
-6.16759,1.506,-0.5751
-6.14459,1.533,-0.599
-6.12159,1.498,-0.5965
-6.09759,1.406,-0.6143
-6.07459,1.327,-0.6723
-6.05159,1.33,-0.7464
-6.02759,1.363,-0.8148
-6.00459,1.316,-0.8968
-5.98159,1.179,-1.021
-5.95759,1.051,-1.154
-5.93459,0.9772,-1.217
-5.91159,0.9106,-1.211
-5.88759,0.8212,-1.217
-5.86459,0.7185,-1.249
-5.84159,0.6147,-1.239
-5.81759,0.5441,-1.179
-5.79459,0.5317,-1.142
-5.77159,0.545,-1.158
-5.74759,0.5313,-1.179
-5.72459,0.4723,-1.141
-5.70159,0.4021,-1.051
-5.67759,0.3707,-0.98
-5.65459,0.3745,-0.9539
-5.63159,0.3745,-0.8999
-5.60759,0.3678,-0.765
-5.58459,0.3747,-0.6152
-5.56159,0.3944,-0.5489
-5.53759,0.4134,-0.5662
-5.51459,0.4274,-0.5945
-5.49159,0.4462,-0.5768
-5.46759,0.4784,-0.4987
-5.44459,0.515,-0.3978
-5.42159,0.5386,-0.3362
-5.39759,0.5472,-0.331
-5.37459,0.5725,-0.3475
-5.35159,0.639,-0.3617
-5.32759,0.6986,-0.372
-5.30459,0.6846,-0.3682
-5.28159,0.6185,-0.3579
-5.25759,0.5657,-0.378
-5.23459,0.5456,-0.4266
-5.21159,0.5644,-0.4523
-5.18759,0.6397,-0.4455
-5.16459,0.742,-0.4398
-5.14159,0.7945,-0.4262
-5.11759,0.763,-0.3873
-5.09459,0.7021,-0.3706
-5.07159,0.6831,-0.4185
-5.04759,0.7101,-0.4977
-5.02459,0.7466,-0.571
-5.00159,0.7875,-0.6397
-4.97759,0.8506,-0.6751
-4.95459,0.9027,-0.6242
-4.93159,0.879,-0.511
-4.90759,0.7927,-0.4288
-4.88459,0.7157,-0.4146
-4.86159,0.6843,-0.4251
-4.83759,0.7033,-0.4379
-4.81459,0.7783,-0.4786
-4.79159,0.9095,-0.5531
-4.76759,1.059,-0.6235
-4.74459,1.139,-0.6501
-4.72159,1.092,-0.6275
-4.69759,0.9635,-0.5859
-4.67459,0.8876,-0.567
-4.65159,0.9721,-0.5879
-4.62759,1.203,-0.6193
-4.60459,1.478,-0.6134
-4.58159,1.713,-0.5673
-4.55759,1.859,-0.5368
-4.53459,1.919,-0.5637
-4.51159,1.944,-0.6152
-4.48759,1.977,-0.6361
-4.46459,2.015,-0.6276
-4.44159,2.027,-0.6145
