#Energy,TDOS-UP,TDOS-DOWN
-6.26778,399.3,-390.5
-6.24478,1.532,-0.547
-6.22078,1.563,-0.6003
-6.19778,1.514,-0.6141
-6.17478,1.414,-0.6194
-6.15078,1.34,-0.6587
-6.12778,1.349,-0.7302
-6.10478,1.382,-0.7995
-6.08078,1.335,-0.866
-6.05778,1.199,-0.9714
-6.03478,1.068,-1.119
-6.01078,0.9915,-1.231
-5.98778,0.9351,-1.254
-5.96478,0.856,-1.244
-5.94078,0.7481,-1.251
-5.91778,0.6281,-1.244
-5.89478,0.5457,-1.202
-5.87078,0.5343,-1.167
-5.84778,0.5551,-1.17
-5.82478,0.5429,-1.185
-5.80078,0.4756,-1.162
-5.77778,0.3955,-1.085
-5.75478,0.3641,-1.01
-5.73078,0.3823,-0.979
-5.70778,0.3967,-0.9296
-5.68478,0.3819,-0.7936
-5.66078,0.3576,-0.6304
-5.63778,0.353,-0.5522
-5.61478,0.3801,-0.5678
-5.59078,0.4195,-0.6019
-5.56778,0.4472,-0.5933
-5.54478,0.4698,-0.521
-5.52078,0.4996,-0.4158
-5.49778,0.5211,-0.3434
-5.47478,0.522,-0.3293
-5.45078,0.5359,-0.3412
-5.42778,0.6033,-0.355
-5.40478,0.688,-0.3663
-5.38078,0.7033,-0.3615
-5.35778,0.6411,-0.3505
-5.33478,0.575,-0.37
-5.31078,0.5405,-0.416
-5.28778,0.5371,-0.4426
-5.26478,0.5908,-0.4372
-5.24078,0.6982,-0.427
-5.21778,0.7827,-0.4182
-5.19478,0.7764,-0.398
-5.17078,0.7062,-0.3841
-5.14778,0.6604,-0.404
-5.12478,0.6787,-0.4544
-5.10078,0.7256,-0.5275
-5.07778,0.7692,-0.6174
-5.05478,0.8226,-0.6774
-5.03078,0.8828,-0.6482
-5.00778,0.8916,-0.5451
-4.98478,0.8238,-0.4511
-4.96078,0.736,-0.414
-4.93778,0.68,-0.412
-4.91478,0.6666,-0.4227
-4.89078,0.7072,-0.4594
-4.86778,0.8154,-0.5321
-4.84478,0.9726,-0.6108
-4.82078,1.107,-0.6495
-4.79778,1.133,-0.6311
-4.77478,1.032,-0.5802
-4.75078,0.8968,-0.5455
-4.72778,0.8663,-0.5628
-4.70478,1.003,-0.6135
-4.68078,1.247,-0.636
-4.65778,1.505,-0.5994
-4.63478,1.718,-0.5474
-4.61078,1.859,-0.5429
-4.58778,1.93,-0.5865
-4.56478,1.968,-0.6246
-4.54078,2.004,-0.6314
-4.51778,2.031,-0.6251
-4.49478,2.015,-0.6013
-4.47078,1.961,-0.5355
-4.44778,1.952,-0.4524
-4.42478,2.047,-0.4321
-4.40078,2.18,-0.5282
-4.37778,2.262,-0.6908
-4.35478,2.321,-0.8101
-4.33078,2.411,-0.8321
-4.30778,2.471,-0.784
-4.28478,2.414,-0.7031
-4.26078,2.254,-0.6075
-4.23778,2.052,-0.5235
-4.21478,1.844,-0.4915
-4.19078,1.67,-0.5404
-4.16778,1.599,-0.6492
-4.14478,1.612,-0.7405
