#Energy,TDOS-UP,TDOS-DOWN
-5.8889,394.5,-389.4
-5.8659,1.025,-0.2818
-5.8419,1.225,-0.3639
-5.8189,1.363,-0.4731
-5.7959,1.379,-0.5562
-5.7719,1.334,-0.5678
-5.7489,1.36,-0.5335
-5.7259,1.459,-0.53
-5.7019,1.489,-0.5851
-5.6789,1.397,-0.6602
-5.6559,1.293,-0.7252
-5.6319,1.265,-0.8039
-5.6089,1.253,-0.9251
-5.5859,1.19,-1.055
-5.5619,1.112,-1.113
-5.5389,1.047,-1.076
-5.5159,0.9509,-1.039
-5.4919,0.7978,-1.097
-5.4689,0.6475,-1.206
-5.4459,0.5827,-1.256
-5.4219,0.602,-1.206
-5.3989,0.6222,-1.102
-5.3759,0.576,-1.028
-5.3519,0.4874,-1.037
-5.3289,0.4351,-1.086
-5.3059,0.4382,-1.081
-5.2819,0.4417,-0.9995
-5.2589,0.417,-0.8903
-5.2359,0.3806,-0.7987
-5.2119,0.357,-0.7461
-5.1889,0.3802,-0.72
-5.1659,0.4462,-0.6725
-5.1419,0.4944,-0.5932
-5.1189,0.5129,-0.5275
-5.0959,0.5484,-0.4925
-5.0719,0.5858,-0.4642
-5.0489,0.5767,-0.4308
-5.0259,0.555,-0.3961
-5.0019,0.5873,-0.3697
-4.9789,0.6651,-0.3651
-4.9559,0.7216,-0.3803
-4.9319,0.7212,-0.3957
-4.9089,0.679,-0.4014
-4.8859,0.6179,-0.407
-4.8619,0.5764,-0.416
-4.8389,0.6125,-0.4214
-4.8159,0.7261,-0.4364
-4.7919,0.8316,-0.4771
-4.7689,0.8609,-0.5094
-4.7459,0.8286,-0.4872
-4.7219,0.7786,-0.4297
-4.6989,0.7368,-0.4003
-4.6759,0.7247,-0.4409
-4.6519,0.7669,-0.5396
-4.6289,0.8613,-0.6344
-4.6059,0.9569,-0.6707
-4.5819,0.9808,-0.6474
-4.5589,0.9147,-0.5893
-4.5359,0.8253,-0.5133
-4.5119,0.7886,-0.4405
-4.4889,0.8208,-0.4059
-4.4659,0.8912,-0.4295
-4.4419,0.9657,-0.4958
-4.4189,1.041,-0.5728
-4.3959,1.116,-0.6261
-4.3719,1.151,-0.6358
-4.3489,1.143,-0.6248
-4.3259,1.199,-0.6288
-4.3019,1.411,-0.6477
-4.2789,1.711,-0.6576
-4.2559,1.94,-0.6422
-4.2319,1.997,-0.5979
-4.2089,1.918,-0.5429
-4.1859,1.847,-0.5215
-4.1619,1.893,-0.5643
-4.1389,2.024,-0.6393
-4.1159,2.106,-0.6758
-4.0919,2.058,-0.6486
-4.0689,1.941,-0.6015
-4.0459,1.878,-0.5724
-4.0219,1.915,-0.55
-3.9989,1.986,-0.5257
-3.9759,2.033,-0.5416
-3.9519,2.099,-0.6369
-3.9289,2.227,-0.7706
-3.9059,2.366,-0.8525
-3.8819,2.411,-0.8359
-3.8589,2.316,-0.7513
-3.8359,2.129,-0.6537
-3.8119,1.919,-0.5655
-3.7889,1.746,-0.5042
-3.7659,1.677,-0.5144
-3.7419,1.713,-0.6048
-3.7189,1.764,-0.7156
-3.6959,1.756,-0.7887
-3.6719,1.682,-0.8115
-3.6489,1.558,-0.7977
-3.6259,1.394,-0.7732
-3.6019,1.231,-0.7688
-3.5789,1.123,-0.8007
-3.5559,1.088,-0.8581
-3.5319,1.11,-0.9347
-3.5089,1.197,-1.058
-3.4859,1.372,-1.251
-3.4619,1.641,-1.498
-3.4389,2.004,-1.754
-3.4159,2.478,-1.964
-3.3919,3.016,-2.113
-3.3689,3.467,-2.244
-3.3459,3.717,-2.397
-3.3219,3.742,-2.592
-3.2989,3.521,-2.849
-3.2759,3.117,-3.133
-3.2519,2.709,-3.364
-3.2289,2.397,-3.485
-3.2059,2.137,-3.479
-3.1819,1.895,-3.317
-3.1589,1.749,-2.972
-3.1359,1.798,-2.535
-3.1119,2.035,-2.183
-3.0889,2.414,-1.934
-3.0659,3.05,-1.674
-3.0419,4.11,-1.419
-3.0189,5.442,-1.28
-2.9959,6.564,-1.232
-2.9719,7.042,-1.146
-2.9489,6.855,-0.9879
-2.9259,6.34,-0.8402
-2.9019,5.754,-0.7451
-2.8789,5.133,-0.6436
-2.8559,4.549,-0.5027
-2.8319,4.129,-0.3687
-2.8089,3.925,-0.2854
-2.7859,3.934,-0.2604
-2.7619,4.094,-0.2788
-2.7389,4.242,-0.3124
-2.7159,4.26,-0.346
-2.6919,4.213,-0.3902
-2.6689,4.203,-0.4556
-2.6459,4.198,-0.5479
-2.6219,4.082,-0.6913
-2.5989,3.829,-0.9208
-2.5759,3.578,-1.24
-2.5519,3.476,-1.616
-2.5289,3.511,-2.012
-2.5059,3.575,-2.384
-2.4819,3.619,-2.674
-2.4589,3.664,-2.83
-2.4359,3.709,-2.82
-2.4119,3.741,-2.665
-2.3889,3.773,-2.48
-2.3659,3.761,-2.398
-2.3419,3.637,-2.462
-2.3189,3.461,-2.577
-2.2959,3.336,-2.577
-2.2719,3.21,-2.375
-2.2489,2.976,-2.057
-2.2259,2.652,-1.798
-2.2019,2.316,-1.703
-2.1789,2.01,-1.712
-2.1559,1.762,-1.674
-2.1319,1.581,-1.535
-2.1089,1.427,-1.414
-2.0859,1.265,-1.438
-2.0619,1.116,-1.573
-2.0389,1.019,-1.705
-2.0159,0.9859,-1.786
-1.9919,1.063,-1.828
-1.9689,1.361,-1.88
-1.9459,1.944,-2.022
-1.9219,2.7,-2.282
-1.8989,3.38,-2.617
-1.8759,3.811,-3.043
-1.8519,4.067,-3.689
-1.8289,4.325,-4.613
-1.8059,4.536,-5.61
-1.7819,4.527,-6.341
-1.7589,4.367,-6.6
-1.7359,4.247,-6.355
-1.7119,4.192,-5.704
-1.6889,4.098,-4.815
-1.6659,3.867,-3.854
-1.6419,3.492,-2.997
-1.6189,3.086,-2.422
-1.5959,2.784,-2.194
-1.5719,2.624,-2.256
-1.5489,2.547,-2.545
-1.5259,2.48,-2.995
-1.5019,2.47,-3.479
-1.4789,2.673,-3.938
-1.4559,3.152,-4.408
-1.4319,3.733,-4.864
-1.4089,4.137,-5.178
-1.3859,4.236,-5.161
-1.3619,4.164,-4.736
-1.3389,4.163,-4.165
-1.3159,4.316,-3.818
-1.2919,4.494,-3.774
-1.2689,4.549,-3.902
-1.2459,4.452,-4.168
-1.2219,4.266,-4.583
-1.1989,4.066,-5.002
-1.1759,3.89,-5.26
-1.1519,3.802,-5.358
-1.1289,3.858,-5.304
-1.1059,3.967,-5.034
-1.0819,3.947,-4.583
-1.0589,3.759,-4.145
-1.0359,3.562,-4.042
-1.0119,3.544,-4.65
-0.9889,3.781,-6.038
-0.9659,4.257,-7.604
-0.9419,4.926,-8.453
-0.9189,5.693,-8.173
-0.8959,6.401,-7.015
-0.8719,6.933,-5.531
-0.8489,7.314,-4.243
-0.8259,7.627,-3.41
-0.8019,7.814,-2.968
-0.7789,7.623,-2.794
-0.7559,6.9,-2.837
-0.7319,5.909,-2.974
-0.7089,5.136,-3.025
-0.6859,4.789,-2.951
