#Energy,TDOS-UP,TDOS-DOWN
-5.73491,393.6,-389.2
-5.71191,0.8187,-0.2582
-5.68791,1.005,-0.2968
-5.66491,1.216,-0.3807
-5.64191,1.362,-0.4819
-5.61791,1.376,-0.5472
-5.59491,1.313,-0.5445
-5.57191,1.314,-0.515
-5.54791,1.409,-0.5245
-5.52491,1.474,-0.5829
-5.50191,1.42,-0.6531
-5.47791,1.319,-0.7152
-5.45491,1.265,-0.7943
-5.43191,1.23,-0.916
-5.40791,1.164,-1.04
-5.38491,1.099,-1.086
-5.36191,1.051,-1.043
-5.33791,0.9743,-1.003
-5.31491,0.8274,-1.049
-5.29191,0.654,-1.155
-5.26791,0.5559,-1.235
-5.24491,0.5742,-1.229
-5.22191,0.6333,-1.129
-5.19791,0.6238,-0.9999
-5.17491,0.5245,-0.9526
-5.15191,0.4244,-1.013
-5.12791,0.4,-1.077
-5.10491,0.4265,-1.038
-5.08191,0.4442,-0.9083
-5.05791,0.4343,-0.7787
-5.03491,0.4118,-0.7164
-5.01191,0.4031,-0.7164
-4.98791,0.4251,-0.7128
-4.96491,0.4783,-0.6464
-4.94191,0.5612,-0.538
-4.91791,0.6466,-0.4582
-4.89491,0.672,-0.4338
-4.87191,0.6204,-0.4329
-4.84791,0.5671,-0.4203
-4.82491,0.5898,-0.3954
-4.80191,0.6711,-0.3802
-4.77791,0.7337,-0.3877
-4.75491,0.7381,-0.4088
-4.73191,0.6964,-0.4255
-4.70791,0.6435,-0.4322
-4.68491,0.6349,-0.4348
-4.66191,0.7043,-0.4324
-4.63791,0.813,-0.4381
-4.61491,0.8873,-0.4766
-4.59191,0.8935,-0.5183
-4.56791,0.8428,-0.5048
-4.54491,0.767,-0.458
-4.52191,0.7229,-0.4481
-4.49791,0.7619,-0.49
-4.47491,0.8716,-0.5542
-4.45191,0.9849,-0.6202
-4.42791,1.031,-0.6648
-4.40491,0.9895,-0.6522
-4.38191,0.9066,-0.5848
-4.35791,0.8542,-0.5059
-4.33491,0.8651,-0.4434
-4.31191,0.9172,-0.4116
-4.28791,0.9777,-0.4372
-4.26491,1.055,-0.5284
-4.24191,1.157,-0.6319
-4.21791,1.246,-0.675
-4.19491,1.322,-0.6517
-4.17191,1.466,-0.6228
-4.14791,1.711,-0.6305
-4.12491,1.954,-0.6583
-4.10191,2.053,-0.6683
-4.07791,1.982,-0.6409
-4.05491,1.859,-0.5845
-4.03191,1.835,-0.5379
-4.00791,1.949,-0.5449
-3.98491,2.091,-0.6063
-3.96191,2.113,-0.6696
-3.93791,1.99,-0.6776
-3.91491,1.854,-0.6312
-3.89191,1.842,-0.5851
-3.86791,1.93,-0.5703
-3.84491,2.0,-0.5681
-3.82191,2.027,-0.5717
-3.79791,2.089,-0.6177
-3.77491,2.208,-0.7254
-3.75191,2.321,-0.8378
-3.72791,2.356,-0.8659
-3.70491,2.294,-0.7939
-3.68191,2.146,-0.6887
-3.65791,1.951,-0.5969
-3.63491,1.807,-0.5256
-3.61191,1.789,-0.5097
-3.58791,1.843,-0.5798
-3.56491,1.851,-0.695
-3.54191,1.776,-0.789
-3.51791,1.643,-0.8349
-3.49491,1.459,-0.8386
-3.47191,1.264,-0.8266
-3.44791,1.147,-0.8302
-3.42491,1.178,-0.8565
-3.40191,1.349,-0.8946
-3.37791,1.62,-0.9611
-3.35491,1.974,-1.108
-3.33191,2.413,-1.361
-3.30791,2.902,-1.673
-3.28491,3.352,-1.946
-3.26191,3.663,-2.108
-3.23791,3.762,-2.19
-3.21491,3.62,-2.277
-3.19191,3.283,-2.413
-3.16791,2.887,-2.609
-3.14491,2.558,-2.855
-3.12191,2.329,-3.096
-3.09791,2.155,-3.277
-3.07491,1.991,-3.379
-3.05191,1.883,-3.387
-3.02791,2.001,-3.25
-3.00491,2.523,-2.938
-2.98191,3.465,-2.555
-2.95791,4.67,-2.237
-2.93491,5.89,-1.968
-2.91191,6.785,-1.67
-2.88791,7.057,-1.398
-2.86491,6.744,-1.257
-2.84191,6.163,-1.211
-2.81791,5.517,-1.13
-2.79491,4.888,-0.9675
-2.77191,4.394,-0.7891
-2.74791,4.089,-0.6529
-2.72491,3.962,-0.5511
-2.70191,4.052,-0.4715
-2.67791,4.294,-0.4163
-2.65491,4.452,-0.3671
-2.63191,4.391,-0.3192
-2.60791,4.208,-0.3112
-2.58491,4.023,-0.3736
-2.56191,3.835,-0.5007
-2.53791,3.632,-0.6752
-2.51491,3.446,-0.8821
-2.49191,3.297,-1.124
-2.46791,3.185,-1.43
-2.44491,3.105,-1.808
-2.42191,3.082,-2.208
-2.39791,3.151,-2.553
-2.37491,3.247,-2.778
-2.35191,3.304,-2.872
-2.32791,3.426,-2.885
-2.30491,3.726,-2.894
-2.28191,4.079,-2.949
-2.25791,4.259,-3.013
-2.23491,4.213,-2.962
-2.21191,4.025,-2.719
-2.18791,3.723,-2.348
-2.16491,3.298,-2.007
-2.14191,2.834,-1.826
-2.11791,2.438,-1.781
-2.09491,2.117,-1.729
-2.07191,1.844,-1.606
-2.04791,1.631,-1.504
-2.02491,1.468,-1.501
-2.00191,1.314,-1.569
-1.97791,1.162,-1.662
-1.95491,1.046,-1.774
-1.93191,0.9853,-1.883
-1.90791,1.019,-1.972
-1.88491,1.25,-2.129
-1.86191,1.774,-2.438
-1.83791,2.527,-2.866
-1.81491,3.275,-3.412
-1.79191,3.795,-4.203
-1.76791,4.099,-5.237
-1.74491,4.362,-6.186
-1.72191,4.586,-6.655
