#Energy,TDOS-UP,TDOS-DOWN
-6.12267,396.8,-389.9
-6.09967,1.339,-0.4281
-6.07567,1.407,-0.527
-6.05267,1.44,-0.5815
-6.02967,1.483,-0.5808
-6.00567,1.504,-0.5698
-5.98267,1.444,-0.5985
-5.95967,1.339,-0.6652
-5.93567,1.295,-0.7375
-5.91267,1.325,-0.8093
-5.88967,1.316,-0.9048
-5.86567,1.209,-1.033
-5.84267,1.079,-1.143
-5.81967,0.9939,-1.171
-5.79567,0.9129,-1.15
-5.77267,0.8063,-1.176
-5.74967,0.7058,-1.242
-5.72567,0.6302,-1.25
-5.70267,0.5754,-1.179
-5.67967,0.5442,-1.114
-5.65567,0.5298,-1.12
-5.63267,0.514,-1.155
-5.60967,0.4831,-1.138
-5.58567,0.437,-1.053
-5.56267,0.3967,-0.9689
-5.53967,0.3732,-0.9248
-5.51567,0.3532,-0.8796
-5.49267,0.3472,-0.7852
-5.46967,0.3829,-0.6598
-5.44567,0.4365,-0.5712
-5.42267,0.4544,-0.5541
-5.39967,0.4425,-0.5707
-5.37567,0.452,-0.561
-5.35267,0.4898,-0.501
-5.32967,0.5244,-0.4155
-5.30567,0.5483,-0.3513
-5.28267,0.5739,-0.3347
-5.25967,0.6116,-0.3502
-5.23567,0.6631,-0.3673
-5.21267,0.6979,-0.3767
-5.18967,0.6772,-0.38
-5.16567,0.6163,-0.3748
-5.14267,0.5658,-0.3807
-5.11967,0.5571,-0.4178
-5.09567,0.6014,-0.4547
-5.07267,0.6889,-0.463
-5.04967,0.7742,-0.4626
-5.02567,0.8022,-0.4486
-5.00267,0.7671,-0.3966
-4.97967,0.7227,-0.3592
-4.95567,0.7123,-0.4111
-4.93267,0.7284,-0.5206
-4.90967,0.7578,-0.6032
-4.88567,0.8112,-0.6451
-4.86267,0.8859,-0.6616
-4.83967,0.9222,-0.6209
-4.81567,0.8701,-0.5168
-4.79267,0.7768,-0.4272
-4.76967,0.7206,-0.4107
-4.74567,0.7236,-0.4332
-4.72267,0.7733,-0.4548
-4.69967,0.8653,-0.4939
-4.67567,0.9923,-0.5602
-4.65267,1.104,-0.6198
-4.62967,1.127,-0.6434
-4.60567,1.048,-0.6332
-4.58267,0.9588,-0.6115
-4.55967,0.9904,-0.6017
-4.53567,1.19,-0.6092
-4.51267,1.482,-0.6136
-4.48967,1.745,-0.5885
-4.46567,1.892,-0.5447
-4.44267,1.921,-0.5346
-4.41967,1.911,-0.5819
-4.39567,1.934,-0.6374
-4.37267,1.997,-0.6464
-4.34967,2.049,-0.6236
-4.32567,2.028,-0.6024
-4.30267,1.958,-0.5695
-4.27967,1.953,-0.5074
-4.25567,2.041,-0.4605
-4.23267,2.118,-0.5052
-4.20967,2.135,-0.6441
-4.18567,2.188,-0.7837
-4.16267,2.321,-0.8399
-4.13967,2.437,-0.8115
-4.11567,2.432,-0.7367
-4.09267,2.283,-0.6424
-4.06967,2.047,-0.5501
-4.04567,1.806,-0.4949
-4.02267,1.639,-0.5161
-3.99967,1.586,-0.6112
-3.97567,1.602,-0.7164
-3.95267,1.603,-0.7688
-3.92967,1.57,-0.7678
-3.90567,1.535,-0.7479
-3.88267,1.488,-0.7284
-3.85967,1.398,-0.7153
-3.83567,1.282,-0.7244
-3.81267,1.183,-0.7795
-3.78967,1.099,-0.8787
-3.76567,1.013,-0.9932
-3.74267,0.9479,-1.116
-3.71967,0.918,-1.262
-3.69567,0.9274,-1.434
-3.67267,0.992,-1.639
-3.64967,1.105,-1.884
-3.62567,1.266,-2.14
-3.60267,1.565,-2.36
-3.57967,2.09,-2.559
-3.55567,2.747,-2.823
-3.53267,3.313,-3.166
-3.50967,3.648,-3.482
-3.48567,3.773,-3.684
-3.46267,3.688,-3.73
-3.43967,3.338,-3.551
-3.41567,2.817,-3.12
-3.39267,2.365,-2.577
-3.36967,2.095,-2.147
-3.34567,1.936,-1.866
-3.32267,1.829,-1.603
-3.29967,1.813,-1.374
-3.27567,1.894,-1.298
-3.25267,1.972,-1.314
-3.22967,2.042,-1.248
-3.20567,2.345,-1.076
-3.18267,3.162,-0.915
-3.15967,4.477,-0.8107
-3.13567,5.883,-0.7029
-3.11267,6.843,-0.558
-3.08967,7.094,-0.4157
-3.06567,6.794,-0.3239
-3.04267,6.226,-0.2875
-3.01967,5.507,-0.2799
-2.99567,4.77,-0.2719
-2.97267,4.25,-0.2441
-2.94967,4.011,-0.2063
-2.92567,3.911,-0.1998
-2.90267,3.854,-0.2543
-2.87967,3.857,-0.3555
-2.85567,3.958,-0.4586
-2.83267,4.161,-0.5242
-2.80967,4.451,-0.5647
-2.78567,4.76,-0.6586
-2.76267,4.932,-0.8643
-2.73967,4.855,-1.146
-2.71567,4.62,-1.46
-2.69267,4.369,-1.826
-2.66967,4.108,-2.214
-2.64567,3.798,-2.463
-2.62267,3.475,-2.437
-2.59967,3.227,-2.21
-2.57567,3.107,-1.98
-2.55267,3.129,-1.854
-2.52967,3.256,-1.805
-2.50567,3.354,-1.807
-2.48267,3.318,-1.885
-2.45967,3.197,-2.057
-2.43567,3.087,-2.267
-2.41267,2.994,-2.414
-2.38967,2.844,-2.409
-2.36567,2.583,-2.224
-2.34267,2.25,-1.936
-2.31967,1.943,-1.708
-2.29567,1.721,-1.645
-2.27267,1.561,-1.675
-2.24967,1.402,-1.627
-2.22567,1.224,-1.475
-2.20267,1.079,-1.381
-2.17967,1.005,-1.448
-2.15567,1.009,-1.581
-2.13267,1.145,-1.668
-2.10967,1.513,-1.714
-2.08567,2.124,-1.766
-2.06267,2.83,-1.858
-2.03967,3.413,-2.015
-2.01567,3.761,-2.237
-1.99267,3.98,-2.477
-1.96967,4.233,-2.746
-1.94567,4.437,-3.204
-1.92267,4.405,-3.954
-1.89967,4.235,-4.87
-1.87567,4.162,-5.753
-1.85267,4.194,-6.402
-1.82967,4.148,-6.595
-1.80567,3.892,-6.228
-1.78267,3.482,-5.404
-1.75967,3.109,-4.338
-1.73567,2.888,-3.269
-1.71267,2.769,-2.443
-1.68967,2.648,-2.019
-1.66567,2.517,-1.971
-1.64267,2.482,-2.201
-1.61967,2.66,-2.602
-1.59567,3.063,-3.027
-1.57267,3.561,-3.412
-1.54967,3.927,-3.859
-1.52567,4.009,-4.426
-1.50267,3.915,-4.97
-1.47967,3.889,-5.26
-1.45567,4.017,-5.151
-1.43267,4.196,-4.732
-1.40967,4.312,-4.308
-1.38567,4.311,-4.103
-1.36267,4.19,-4.1
-1.33967,3.986,-4.247
-1.31567,3.751,-4.565
-1.29267,3.56,-4.926
-1.26967,3.507,-5.111
-1.24567,3.602,-5.143
-1.22267,3.723,-5.189
-1.19967,3.707,-5.207
-1.17567,3.542,-5.01
-1.15267,3.381,-4.629
-1.12967,3.377,-4.475
-1.10567,3.58,-5.073
-1.08267,3.997,-6.49
-1.05967,4.644,-8.013
-1.03567,5.467,-8.689
-1.01267,6.274,-8.169
-0.98967,6.915,-6.818
-0.96567,7.438,-5.274
-0.94267,7.96,-4.059
