#Energy,TDOS-UP,TDOS-DOWN
-5.97336,395.2,-389.6
-5.95036,1.164,-0.3206
-5.92636,1.325,-0.4231
-5.90336,1.386,-0.5269
-5.88036,1.368,-0.5772
-5.85636,1.381,-0.5605
-5.83336,1.46,-0.5373
-5.81036,1.495,-0.5669
-5.78636,1.414,-0.638
-5.76336,1.304,-0.7086
-5.74036,1.273,-0.7782
-5.71636,1.284,-0.8793
-5.69336,1.235,-1.011
-5.67036,1.137,-1.112
-5.64636,1.054,-1.121
-5.62336,0.9684,-1.078
-5.60036,0.8389,-1.098
-5.57636,0.6977,-1.194
-5.55336,0.6161,-1.259
-5.53036,0.6035,-1.221
-5.50636,0.603,-1.126
-5.48336,0.5665,-1.062
-5.46036,0.5033,-1.074
-5.43636,0.4604,-1.111
-5.41336,0.4517,-1.092
-5.39036,0.4415,-1.011
-5.36636,0.4108,-0.9208
-5.34336,0.3715,-0.8468
-5.32036,0.3418,-0.7855
-5.29636,0.3586,-0.7286
-5.27336,0.4304,-0.6591
-5.25036,0.4875,-0.5862
-5.22636,0.488,-0.5443
-5.20336,0.4916,-0.5266
-5.18036,0.5302,-0.4958
-5.15636,0.553,-0.4452
-5.13336,0.5498,-0.394
-5.11036,0.5709,-0.3597
-5.08636,0.6322,-0.3538
-5.06336,0.6935,-0.37
-5.04036,0.7141,-0.385
-5.01636,0.6889,-0.3902
-4.99336,0.6336,-0.3945
-4.97036,0.576,-0.4006
-4.94636,0.5671,-0.4104
-4.92336,0.6404,-0.4322
-4.90036,0.753,-0.4655
-4.87636,0.8254,-0.4923
-4.85336,0.8274,-0.4861
-4.83036,0.7878,-0.4372
-4.80636,0.7481,-0.3838
-4.78336,0.7275,-0.3963
-4.76036,0.7336,-0.4945
-4.73636,0.7807,-0.6077
-4.71336,0.8673,-0.6611
-4.69036,0.9458,-0.6568
-4.66636,0.9467,-0.6194
-4.64336,0.865,-0.5465
-4.62036,0.7805,-0.4579
-4.59636,0.7606,-0.4077
-4.57336,0.8028,-0.4187
-4.55036,0.8762,-0.4632
-4.52636,0.963,-0.5197
-4.50336,1.054,-0.5808
-4.48036,1.12,-0.6219
-4.45636,1.118,-0.6311
-4.43336,1.071,-0.6295
-4.41036,1.101,-0.6345
-4.38636,1.296,-0.6414
-4.36336,1.6,-0.6393
-4.34036,1.859,-0.6177
-4.31636,1.965,-0.5728
-4.29336,1.928,-0.5284
-4.27036,1.867,-0.5316
-4.24636,1.893,-0.5933
-4.22336,2.006,-0.6565
-4.20036,2.09,-0.6624
-4.17636,2.055,-0.6246
-4.15336,1.957,-0.5904
-4.13036,1.915,-0.5639
-4.10636,1.958,-0.5247
-4.08336,2.013,-0.4985
-4.06036,2.042,-0.5483
-4.03636,2.109,-0.6787
-4.01336,2.249,-0.8061
-3.99036,2.395,-0.8508
-3.96636,2.44,-0.8069
-3.94336,2.33,-0.7187
-3.92036,2.114,-0.6235
-3.89636,1.884,-0.5383
-3.87336,1.704,-0.4949
-3.85036,1.627,-0.5334
-3.82636,1.652,-0.6376
-3.80336,1.699,-0.7379
-3.78036,1.704,-0.7885
-3.75636,1.659,-0.7928
-3.73336,1.561,-0.7722
-3.71036,1.412,-0.7484
-3.68636,1.261,-0.7448
-3.66336,1.158,-0.7799
-3.64036,1.096,-0.8499
-3.61636,1.046,-0.9419
-3.59336,1.032,-1.065
-3.57036,1.1,-1.236
-3.54636,1.254,-1.451
-3.52336,1.469,-1.683
-3.50036,1.762,-1.902
-3.47636,2.207,-2.089
-3.45336,2.793,-2.256
-3.43036,3.342,-2.426
-3.40636,3.68,-2.635
-3.38336,3.783,-2.912
-3.36036,3.651,-3.213
-3.33636,3.281,-3.453
-3.31336,2.808,-3.574
-3.29036,2.419,-3.538
-3.26636,2.141,-3.309
-3.24336,1.907,-2.898
-3.22036,1.753,-2.442
-3.19636,1.778,-2.096
-3.17336,1.95,-1.843
-3.15036,2.153,-1.591
-3.12636,2.46,-1.383
-3.10336,3.148,-1.297
-3.08036,4.324,-1.259
-3.05636,5.683,-1.15
-3.03336,6.709,-0.9775
-3.01036,7.051,-0.8293
-2.98636,6.792,-0.7299
-2.96336,6.279,-0.6309
-2.94036,5.67,-0.5128
-2.91636,4.981,-0.3988
-2.89336,4.371,-0.3029
-2.87036,4.004,-0.235
-2.84636,3.877,-0.2179
-2.82336,3.919,-0.2535
-2.80036,4.042,-0.3074
-2.77636,4.136,-0.3504
-2.75336,4.184,-0.3863
-2.73036,4.26,-0.4325
-2.70636,4.369,-0.5126
-2.68336,4.388,-0.6545
-2.66036,4.219,-0.8564
-2.63636,3.96,-1.108
-2.61336,3.82,-1.439
-2.59036,3.864,-1.872
-2.56636,3.97,-2.32
-2.54336,3.978,-2.633
-2.52036,3.818,-2.749
-2.49636,3.562,-2.701
-2.47336,3.37,-2.518
-2.45036,3.359,-2.265
-2.42636,3.465,-2.078
-2.40336,3.495,-2.07
-2.38036,3.394,-2.226
-2.35636,3.271,-2.418
-2.33336,3.179,-2.491
-2.31036,3.035,-2.367
-2.28636,2.785,-2.098
-2.26336,2.464,-1.83
-2.24036,2.135,-1.686
-2.21636,1.857,-1.659
-2.19336,1.655,-1.64
-2.17036,1.499,-1.55
-2.14636,1.338,-1.448
-2.12336,1.173,-1.455
-2.10036,1.05,-1.57
-2.07636,0.9929,-1.673
-2.05336,1.017,-1.718
-2.03036,1.208,-1.756
-2.00636,1.666,-1.821
-1.98336,2.359,-1.945
-1.96036,3.084,-2.178
-1.93636,3.616,-2.498
-1.91336,3.914,-2.845
-1.89036,4.149,-3.31
-1.86636,4.41,-4.053
-1.84336,4.523,-5.008
-1.82036,4.405,-5.908
-1.79636,4.251,-6.494
-1.77336,4.197,-6.599
-1.75036,4.17,-6.18
-1.72636,4.03,-5.341
-1.70336,3.711,-4.297
-1.68036,3.293,-3.302
-1.65636,2.94,-2.564
-1.63336,2.733,-2.178
-1.61036,2.628,-2.111
-1.58636,2.545,-2.304
-1.56336,2.478,-2.704
-1.54036,2.542,-3.175
-1.51636,2.858,-3.611
-1.49336,3.384,-4.06
-1.47036,3.89,-4.568
-1.44636,4.139,-5.029
-1.42336,4.112,-5.244
-1.40036,4.032,-5.048
-1.37636,4.099,-4.535
-1.35336,4.287,-4.066
-1.33036,4.439,-3.878
-1.30636,4.455,-3.918
-1.28336,4.337,-4.1
-1.26036,4.144,-4.441
-1.23636,3.932,-4.858
-1.21336,3.751,-5.148
-1.19036,3.685,-5.271
-1.16636,3.768,-5.305
-1.14336,3.88,-5.205
-1.12036,3.843,-4.881
-1.09636,3.648,-4.422
-1.07336,3.473,-4.148
-1.05036,3.488,-4.509
-1.02636,3.74,-5.728
-1.00336,4.212,-7.356
-0.98036,4.885,-8.455
-0.95636,5.676,-8.419
-0.93336,6.41,-7.374
-0.91036,6.967,-5.867
-0.88636,7.398,-4.479
-0.86336,7.798,-3.543
-0.84036,8.065,-3.032
-0.81636,7.879,-2.797
-0.79336,7.083,-2.787
-0.77036,6.015,-2.908
-0.74636,5.204,-2.979
-0.72336,4.833,-2.928
-0.70036,4.693,-2.855
-0.67636,4.502,-2.859
-0.65336,4.176,-2.898
-0.63036,3.852,-2.827
-0.60636,3.715,-2.609
-0.58336,3.833,-2.398
-0.56036,4.098,-2.302
-0.53636,4.315,-2.239
-0.51336,4.336,-2.144
-0.49036,4.096,-2.078
-0.46636,3.633,-2.117
-0.44336,3.11,-2.24
-0.42036,2.697,-2.361
-0.39636,2.438,-2.354
-0.37336,2.284,-2.105
-0.35036,2.177,-1.658
-0.32636,2.109,-1.2
-0.30336,2.08,-0.8641
-0.28036,2.037,-0.6549
-0.25636,1.957,-0.5252
-0.23336,1.937,-0.4217
-0.21036,2.035,-0.3275
-0.18636,2.131,-0.2648
